,index,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_name,league_name,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,st,cf,cam,cm,cdm,cb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url,lb_rb,lm_rm,lw_rw,wing_back
2205,10637,244024,https://sofifa.com/player/244024/oliver-batista-meier/220002,O. Batista Meier,Oliver Batista Meier,"CAM, LW",65,80,1700000.0,11000.0,20,2001-02-16,178,67,FC Bayern München,German 1. Bundesliga,RES,45.0,2023.0,Germany,Right,3,1,Medium/Medium,Lean (170-185),No,75.0,64.0,57.0,74.0,29.0,44.0,55,63,35,60,56,75,54,56,51,72,78,73,84,61,81,69,60,59,38,67,34,19,57,58,58,56,36,27,27,10,15,14,12,6,,63,66,67,60,47,39,18,https://cdn.sofifa.net/players/244/024/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,48,67,67,52
2206,10639,244097,https://sofifa.com/player/244097/tarsis-bonga/220002,T. Bonga,Tarsis Bonga,"RM, ST, LM",65,71,1100000.0,6000.0,24,1997-01-10,197,89,VfL Bochum 1848,German 1. Bundesliga,SUB,32.0,2023.0,Germany,Right,2,1,Medium/Medium,Normal (185+),No,81.0,59.0,52.0,67.0,32.0,71.0,51,60,65,60,44,69,40,28,40,68,79,83,65,62,54,69,72,72,79,52,51,20,63,58,51,55,37,29,19,11,11,9,11,9,,68,65,65,58,48,47,18,https://cdn.sofifa.net/players/244/097/22_120.png,https://cdn.sofifa.net/teams/160/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,50,66,65,52
2207,10640,244114,https://sofifa.com/player/244114/batista-mendy/220002,B. Mendy,Batista Mendy,"CDM, CB",65,78,1700000.0,4000.0,21,2000-01-12,191,82,Angers SCO,French Ligue 1,RDM,2.0,2024.0,France,Right,2,1,Medium/High,Lean (185+),No,60.0,40.0,57.0,51.0,66.0,72.0,55,36,64,69,31,45,38,40,57,65,60,60,34,57,50,51,70,55,84,43,62,63,33,49,38,56,66,69,65,8,12,6,6,13,,53,51,55,59,66,69,17,https://cdn.sofifa.net/players/244/114/22_120.png,https://cdn.sofifa.net/teams/1530/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,65,56,52,63
2208,10655,244509,https://sofifa.com/player/244509/dennis-jastrzembski/220002,D. Jastrzembski,Dennis Jastrzembski,"LM, ST",65,73,1600000.0,8000.0,21,2000-02-20,177,77,Hertha BSC,German 1. Bundesliga,SUB,30.0,2022.0,Poland,Left,3,1,High/Medium,Normal (170-185),No,79.0,58.0,61.0,67.0,35.0,57.0,62,59,60,66,55,67,64,58,58,65,80,79,75,58,77,57,70,60,58,58,45,13,57,54,63,55,42,40,22,5,9,8,15,7,,64,63,65,59,49,46,16,https://cdn.sofifa.net/players/244/509/22_120.png,https://cdn.sofifa.net/teams/166/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/pl.png,51,66,65,53
2209,10670,244919,https://sofifa.com/player/244919/martin-pascual-castillo/220002,Martín,Martín Pascual Castillo,"CB, CDM",65,77,1700000.0,3000.0,21,1999-08-04,190,78,Villarreal CF,Spain Primera Division,RES,31.0,2022.0,Spain,Right,2,1,Medium/Medium,Normal (185+),Yes,58.0,25.0,41.0,42.0,66.0,59.0,25,19,70,62,23,24,24,21,38,63,53,62,40,60,65,39,79,54,59,20,60,66,28,33,34,49,64,67,64,7,13,15,10,7,,45,42,45,50,61,67,17,https://cdn.sofifa.net/players/244/919/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,61,45,41,58
2210,10671,244921,https://sofifa.com/player/244921/sergio-moreno-martinez/220002,Sergio Moreno,Sergio Moreno Martínez,ST,65,76,1600000.0,5000.0,22,1999-01-01,178,75,Rayo Vallecano,Spain Primera Division,RES,29.0,2023.0,Spain,Right,2,1,Medium/Medium,Normal (170-185),No,72.0,62.0,49.0,65.0,19.0,52.0,29,65,62,65,53,64,44,29,48,67,69,74,64,67,64,59,65,55,58,62,32,15,67,49,59,59,13,14,19,14,13,8,9,13,,67,64,65,57,42,37,20,https://cdn.sofifa.net/players/244/921/22_120.png,https://cdn.sofifa.net/teams/480/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,42,62,62,44
2211,10674,245023,https://sofifa.com/player/245023/petar-micin/220002,P. Mićin,Petar Mićin,"RW, ST, LW",65,73,1600000.0,4000.0,22,1998-09-29,189,71,Udinese Calcio,Italian Serie A,SUB,29.0,2022.0,Serbia,Right,3,1,High/Low,Lean (185+),No,60.0,64.0,61.0,68.0,34.0,50.0,61,66,55,63,58,70,60,57,55,71,56,63,61,59,53,60,54,35,60,69,41,31,60,65,60,60,35,31,29,13,9,11,5,9,,65,65,67,61,49,45,17,https://cdn.sofifa.net/players/245/023/22_120.png,https://cdn.sofifa.net/teams/55/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/rs.png,48,64,65,50
2212,10681,245637,https://sofifa.com/player/245637/georginio-rutter/220002,G. Rutter,Georginio Rutter,ST,65,80,1700000.0,5000.0,19,2002-04-20,182,83,TSG Hoffenheim,German 1. Bundesliga,SUB,33.0,2025.0,France,Left,3,1,Medium/Medium,Normal (170-185),No,77.0,64.0,54.0,66.0,23.0,59.0,43,65,69,62,54,66,56,33,51,68,74,79,71,55,67,67,69,57,69,59,32,12,59,58,68,52,17,22,17,6,10,14,10,10,,67,64,65,58,43,40,16,https://cdn.sofifa.net/players/245/637/22_120.png,https://cdn.sofifa.net/teams/10029/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/fr.png,44,64,63,46
2213,10682,245653,https://sofifa.com/player/245653/jordan-murray/220002,J. Murray,Jordan Murray,ST,65,70,1100000.0,650.0,25,1995-10-02,184,80,Jamshedpur FC,Indian Super League,SUB,10.0,2022.0,Australia,Right,3,1,High/Medium,Normal (170-185),No,69.0,66.0,46.0,61.0,19.0,70.0,31,67,71,58,60,61,31,28,40,62,70,69,63,48,65,67,75,69,78,63,50,11,65,51,65,54,15,11,16,9,11,14,10,15,,67,62,61,53,40,39,17,https://cdn.sofifa.net/players/245/653/22_120.png,https://cdn.sofifa.net/teams/114168/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/au.png,40,59,59,42
2214,10706,246683,https://sofifa.com/player/246683/lucien-agoume/220002,L. Agoumé,Lucien Jefferson Agoume,"CM, CDM",65,79,1700000.0,11000.0,19,2002-02-09,185,72,Stade Brestois 29,French Ligue 1,SUB,10.0,2022.0,France,Right,3,1,Medium/Medium,Lean (185+),No,56.0,54.0,60.0,66.0,55.0,66.0,47,51,55,67,43,65,48,42,61,68,60,53,66,63,60,59,57,76,66,58,58,60,66,69,51,67,46,61,52,7,12,11,12,15,,62,63,66,67,64,60,19,https://cdn.sofifa.net/players/246/683/22_120.png,https://cdn.sofifa.net/teams/378/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,61,64,61,62
2215,10708,246763,https://sofifa.com/player/246763/ki-jana-hoever/220002,K. Hoever,Ki-Jana Delano Hoever,"RWB, RB",65,80,1600000.0,8000.0,19,2002-01-18,183,72,Wolverhampton Wanderers,English Premier League,SUB,2.0,2025.0,Netherlands,Right,2,1,Medium/Medium,Lean (170-185),Yes,70.0,36.0,59.0,64.0,62.0,61.0,63,31,53,65,40,64,56,60,51,63,70,70,66,60,63,42,71,55,62,38,64,63,43,51,43,69,62,65,59,15,8,5,14,12,,53,54,58,59,63,64,19,https://cdn.sofifa.net/players/246/763/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/nl.png,64,61,57,65
2216,10727,247721,https://sofifa.com/player/247721/tobias-raschl/220002,T. Raschl,Tobias Raschl,CM,65,75,1600000.0,9000.0,21,2000-02-21,177,75,Borussia Dortmund,German 1. Bundesliga,RES,37.0,2022.0,Germany,Right,3,1,Medium/Medium,Lean (170-185),No,66.0,53.0,64.0,69.0,55.0,64.0,54,54,43,70,47,68,53,53,68,69,67,66,74,66,75,59,64,69,62,50,61,60,57,66,38,65,56,54,59,10,10,10,14,8,,61,63,67,67,65,60,19,https://cdn.sofifa.net/players/247/721/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,63,67,64,64
2217,10764,251198,https://sofifa.com/player/251198/ellis-simms/220002,E. Simms,Ellis Simms,ST,65,78,1700000.0,14000.0,20,2001-01-05,183,73,Everton,English Premier League,RES,50.0,2022.0,England,Right,3,1,Medium/Low,Normal (170-185),No,74.0,65.0,52.0,63.0,25.0,68.0,45,66,63,58,60,61,55,51,44,63,75,74,68,62,66,68,62,64,72,62,63,21,65,52,64,65,19,24,19,13,10,14,11,9,,67,63,63,56,46,43,19,https://cdn.sofifa.net/players/251/198/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png,45,62,62,47
2218,10779,251572,https://sofifa.com/player/251572/charles-boli/220002,C. Boli,Charles Boli,"RM, LM",65,71,1100000.0,6000.0,22,1998-08-30,175,65,Racing Club de Lens,French Ligue 1,SUB,27.0,2024.0,France,Left,4,1,High/Medium,Lean (170-185),No,68.0,57.0,61.0,70.0,45.0,44.0,62,58,39,64,48,70,58,51,56,70,72,64,79,62,73,57,34,44,45,56,44,46,60,64,48,65,43,48,46,8,12,11,11,12,,61,64,67,62,55,50,18,https://cdn.sofifa.net/players/251/572/22_120.png,https://cdn.sofifa.net/teams/64/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,56,66,65,58
2219,10789,251974,https://sofifa.com/player/251974/hiangaa-mbock/220002,H. Mbock,Hiang'a Mananga Mbock,"CM, CDM",65,75,1600000.0,4000.0,21,1999-12-28,186,82,Stade Brestois 29,French Ligue 1,RDM,28.0,2024.0,France,Right,3,1,Medium/Medium,Normal (185+),No,63.0,58.0,61.0,68.0,60.0,66.0,46,51,54,70,33,69,53,45,68,71,68,59,65,60,68,76,59,56,72,66,64,59,57,62,45,58,57,64,62,9,7,12,8,10,,64,64,67,67,66,64,16,https://cdn.sofifa.net/players/251/974/22_120.png,https://cdn.sofifa.net/teams/378/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,62,65,62,63
2220,10800,252573,https://sofifa.com/player/252573/aleksa-terzic/220002,A. Terzić,Aleksa Terzić,LB,65,76,1500000.0,8000.0,21,1999-08-17,184,70,Fiorentina,Italian Serie A,RES,17.0,2023.0,Serbia,Left,2,1,Medium/Medium,Lean (170-185),No,69.0,41.0,53.0,63.0,63.0,59.0,63,36,55,58,31,65,43,43,49,62,68,70,66,59,61,45,60,66,55,45,61,61,50,42,49,48,62,66,67,13,6,6,11,6,,54,55,57,57,62,63,16,https://cdn.sofifa.net/players/252/573/22_120.png,https://cdn.sofifa.net/teams/110374/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/rs.png,65,60,57,65
2221,10807,252964,https://sofifa.com/player/252964/gabriele-zappa/220002,G. Zappa,Gabriele Zappa,"RB, RM",65,77,1700000.0,5000.0,21,1999-12-22,183,78,Cagliari,Italian Serie A,SUB,25.0,2025.0,Italy,Right,2,1,Medium/Medium,Lean (170-185),No,70.0,32.0,57.0,61.0,60.0,56.0,67,23,45,60,21,60,47,31,54,63,68,72,60,60,62,39,54,70,52,39,50,58,58,55,40,54,60,65,62,14,13,12,10,15,,51,55,58,60,62,60,20,https://cdn.sofifa.net/players/252/964/22_120.png,https://cdn.sofifa.net/teams/1842/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,65,62,57,66
2222,10819,253396,https://sofifa.com/player/253396/giuliano-simeone/220002,G. Simeone,Giuliano Simeone,"ST, LM",65,81,1800000.0,5000.0,18,2002-12-18,184,72,Atlético de Madrid,Spain Primera Division,RES,27.0,2022.0,Argentina,Right,4,1,Medium/Medium,Normal (170-185),No,74.0,66.0,49.0,64.0,25.0,69.0,35,68,66,57,59,64,51,46,40,65,75,74,70,51,71,67,73,57,74,63,70,23,64,55,64,57,18,20,23,8,14,7,14,12,,67,63,63,55,45,44,18,https://cdn.sofifa.net/players/253/396/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ar.png,44,61,61,45
2223,10820,253407,https://sofifa.com/player/253407/sam-greenwood/220002,S. Greenwood,Sam Greenwood,"CF, CAM, CM",65,82,1900000.0,11000.0,19,2002-01-26,180,75,Leeds United,English Premier League,SUB,42.0,2023.0,England,Right,2,1,High/Medium,Lean (170-185),Yes,69.0,65.0,58.0,66.0,33.0,56.0,52,69,56,62,57,65,69,73,46,69,70,69,65,61,58,63,62,65,59,63,38,28,62,60,65,62,37,29,24,10,13,11,11,7,,66,65,66,60,49,44,18,https://cdn.sofifa.net/players/253/407/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png,49,65,64,52
2224,10875,255015,https://sofifa.com/player/255015/maxence-rivera/220002,M. Rivera,Maxence Rivera,LM,65,77,1700000.0,5000.0,19,2002-05-30,168,61,AS Saint-Étienne,French Ligue 1,SUB,26.0,2024.0,France,Right,3,1,High/Medium,Normal (170-),No,75.0,61.0,59.0,70.0,37.0,43.0,57,62,45,64,57,70,59,38,56,67,77,74,79,62,84,65,43,53,37,58,45,38,63,59,58,63,34,39,29,8,6,15,12,6,,64,65,67,61,51,44,16,https://cdn.sofifa.net/players/255/015/22_120.png,https://cdn.sofifa.net/teams/1819/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,52,66,66,54
2225,10878,255140,https://sofifa.com/player/255140/pablo-gozalbez-gilabert/220002,Pablo Gozálbez,Pablo Gozálbez Gilabert,"CAM, CF",65,79,1700000.0,6000.0,20,2001-04-30,170,65,Valencia CF,Spain Primera Division,RES,38.0,2023.0,Spain,Right,4,1,High/Medium,Normal (170-),No,63.0,66.0,64.0,65.0,49.0,54.0,53,70,61,67,53,67,63,61,66,65,64,62,67,49,78,65,61,55,52,65,54,52,64,70,55,52,50,43,44,11,10,12,10,5,,65,65,67,65,58,54,16,https://cdn.sofifa.net/players/255/140/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,55,65,64,57
2226,10885,255406,https://sofifa.com/player/255406/javier-castro-urdin/220002,Javi Castro,Javier Castro Urdín,CB,65,77,1600000.0,2000.0,20,2000-09-13,183,75,RC Celta de Vigo,Spain Primera Division,RES,29.0,2022.0,Spain,Right,2,1,Medium/Medium,Normal (170-185),No,67.0,31.0,42.0,49.0,65.0,69.0,29,25,63,61,33,37,31,30,40,59,65,69,60,58,60,48,70,70,68,26,68,61,27,31,45,48,66,68,64,8,11,11,13,14,,48,45,47,51,62,67,19,https://cdn.sofifa.net/players/255/406/22_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,63,49,45,61
2227,10896,255854,https://sofifa.com/player/255854/jon-pacheco-dozagarat/220002,Pacheco,Jon Pacheco Dozagarat,CB,65,81,1800000.0,5000.0,20,2001-01-08,184,77,Real Sociedad,Spain Primera Division,RES,26.0,2025.0,Spain,Left,2,1,Low/Medium,Normal (170-185),No,54.0,22.0,44.0,42.0,65.0,65.0,27,18,66,64,21,21,22,24,41,64,56,53,49,55,59,32,76,59,69,16,61,63,32,37,36,52,62,68,65,14,13,14,14,8,,44,41,45,51,62,67,19,https://cdn.sofifa.net/players/255/854/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,61,45,40,58
2228,10899,256097,https://sofifa.com/player/256097/javier-lopez-carballo/220002,Javi López,Javier López Carballo,LB,65,78,1600000.0,3000.0,19,2002-03-25,183,75,Deportivo Alavés,Spain Primera Division,RES,27.0,2023.0,Spain,Left,3,1,Medium/Medium,Lean (170-185),No,71.0,27.0,47.0,54.0,62.0,66.0,62,26,52,52,21,49,35,31,28,55,70,72,69,61,57,23,56,72,66,25,60,64,47,43,36,51,62,63,62,11,13,14,14,11,,48,48,51,51,59,63,20,https://cdn.sofifa.net/players/256/097/22_120.png,https://cdn.sofifa.net/teams/463/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,65,55,52,64
2229,10900,256118,https://sofifa.com/player/256118/yannik-keitel/220002,Y. Keitel,Yannik Keitel,CDM,65,76,1500000.0,5000.0,21,2000-02-15,186,85,Sport-Club Freiburg,German 1. Bundesliga,RDM,14.0,2024.0,Germany,Right,2,1,Low/Medium,Normal (185+),No,65.0,48.0,62.0,62.0,62.0,66.0,49,44,58,71,41,60,42,49,67,65,63,66,60,61,62,58,82,59,69,49,63,59,47,62,48,58,55,70,66,13,8,11,10,7,,58,58,63,65,66,66,17,https://cdn.sofifa.net/players/256/118/22_120.png,https://cdn.sofifa.net/teams/25/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,64,62,58,64
2230,10907,256731,https://sofifa.com/player/256731/jean-philippe-krasso/220002,J. Krasso,Jean-Philippe Krasso,"ST, RW",65,71,1100000.0,7000.0,23,1997-07-17,187,90,AS Saint-Étienne,French Ligue 1,RES,14.0,2023.0,France,Left,2,1,High/Low,Normal (185+),No,66.0,64.0,59.0,63.0,19.0,59.0,53,66,63,65,63,67,61,44,53,63,68,65,58,62,54,64,70,54,70,60,33,12,65,63,68,54,16,14,17,6,15,6,12,11,,67,65,66,59,43,38,18,https://cdn.sofifa.net/players/256/731/22_120.png,https://cdn.sofifa.net/teams/1819/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,42,65,64,45
2231,10920,257470,https://sofifa.com/player/257470/anthony-elanga/220002,A. Elanga,Anthony David Junior Elanga,"LM, ST",65,80,1700000.0,12000.0,19,2002-04-27,180,70,Manchester United,English Premier League,RES,36.0,2024.0,Sweden,Right,3,1,High/Medium,Lean (170-185),No,81.0,60.0,58.0,68.0,29.0,51.0,61,60,58,60,55,68,65,61,47,66,81,81,81,61,72,64,43,58,51,60,42,27,65,59,50,62,23,29,24,13,5,13,8,10,,65,65,66,59,46,42,17,https://cdn.sofifa.net/players/257/470/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/se.png,50,66,66,52
2232,10944,258536,https://sofifa.com/player/258536/cedric-wilfred-teguia-noubi/220002,Cedric Teguía,Cedric Wilfred Teguía Noubi,LM,65,80,1700000.0,3000.0,19,2001-10-01,180,74,RC Celta de Vigo,Spain Primera Division,RES,26.0,2022.0,Spain,Left,3,1,Medium/Medium,Stocky (170-185),No,83.0,61.0,61.0,62.0,54.0,74.0,67,57,59,62,59,60,68,67,56,62,84,82,71,60,74,76,75,76,74,61,70,59,59,56,43,61,52,51,54,6,10,7,5,7,,66,63,64,62,62,62,15,https://cdn.sofifa.net/players/258/536/22_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,64,66,64,65
2233,10947,258768,https://sofifa.com/player/258768/ivan-bravo-castro/220002,Iván Bravo,Iván Bravo Castro,LB,65,77,1600000.0,5000.0,20,2001-01-20,181,64,CA Osasuna,Spain Primera Division,RES,35.0,2023.0,Spain,Left,3,1,High/Medium,Normal (170-185),No,76.0,34.0,49.0,62.0,61.0,57.0,54,33,52,54,29,65,49,39,50,58,77,75,59,58,71,29,56,74,50,35,55,59,44,36,44,52,58,67,65,14,8,13,15,9,,50,52,54,55,60,61,19,https://cdn.sofifa.net/players/258/768/22_120.png,https://cdn.sofifa.net/teams/479/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,65,59,55,64
2234,10954,258923,https://sofifa.com/player/258923/sergio-arribas-calvo/220002,Arribas,Sergio Arribas Calvo,"CAM, RM, LM",65,81,1800000.0,16000.0,19,2001-09-30,173,66,Real Madrid CF,Spain Primera Division,RES,30.0,2022.0,Spain,Left,3,1,Medium/Medium,Normal (170-185),No,68.0,53.0,56.0,72.0,33.0,51.0,37,60,36,66,37,74,49,35,64,72,69,67,68,65,68,47,58,55,51,52,44,21,54,58,40,63,33,36,41,9,7,5,11,14,,60,63,67,62,52,44,18,https://cdn.sofifa.net/players/258/923/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,49,65,63,51
2235,10959,259088,https://sofifa.com/player/259088/abdel-medioub/220002,A. Medioub,Abdel Jalil Zaim Idriss Medioub,CB,65,73,1500000.0,5000.0,23,1997-08-28,197,85,FC Girondins de Bordeaux,French Ligue 1,RES,3.0,2022.0,Algeria,Right,2,1,Medium/Medium,Lean (185+),No,51.0,30.0,37.0,48.0,65.0,72.0,35,23,65,46,26,44,26,33,35,57,45,55,44,48,40,48,70,59,80,28,69,59,23,29,39,45,63,71,66,11,8,8,5,7,,45,41,42,46,58,67,14,https://cdn.sofifa.net/players/259/088/22_120.png,https://cdn.sofifa.net/teams/59/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/dz.png,59,44,41,56
2236,10960,259139,https://sofifa.com/player/259139/david-pereira-da-costa/220002,David Costa,David Pereira Da Costa,LW,65,79,1700000.0,6000.0,20,2001-01-05,168,64,Racing Club de Lens,French Ligue 1,SUB,20.0,2024.0,Portugal,Left,3,1,Medium/Medium,Normal (170-),No,69.0,56.0,61.0,74.0,27.0,40.0,53,61,34,64,55,75,69,48,62,74,72,67,79,54,85,56,45,35,41,49,43,23,55,63,48,65,22,30,35,6,8,9,10,10,,60,64,67,60,47,39,16,https://cdn.sofifa.net/players/259/139/22_120.png,https://cdn.sofifa.net/teams/64/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/pt.png,46,65,65,49
2237,10966,259584,https://sofifa.com/player/259584/matteo-ruggeri/220002,M. Ruggeri,Matteo Ruggeri,"LM, LB",65,78,1700000.0,4000.0,18,2002-07-11,179,79,US Salernitana 1919,Italian Serie A,LM,3.0,2022.0,Italy,Left,2,1,Medium/Medium,Lean (170-185),No,65.0,49.0,62.0,64.0,64.0,63.0,69,43,65,68,53,66,64,50,58,68,61,69,52,66,57,69,56,68,61,40,65,62,64,51,35,55,64,64,63,11,12,11,14,8,,63,61,63,64,66,66,19,https://cdn.sofifa.net/players/259/584/22_120.png,https://cdn.sofifa.net/teams/110373/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,67,66,62,68
2238,10991,260658,https://sofifa.com/player/260658/christopher-wooh/220002,C. Wooh,Christopher Maurice Wooh,CB,65,80,1600000.0,3000.0,19,2001-09-18,191,90,Racing Club de Lens,French Ligue 1,SUB,5.0,2025.0,France,Right,2,1,Medium/Medium,Lean (185+),No,72.0,38.0,51.0,59.0,63.0,73.0,53,33,69,59,25,59,52,29,47,62,63,80,56,59,47,60,73,68,80,29,63,62,44,44,35,63,58,66,62,7,5,7,6,10,,56,54,55,56,62,67,15,https://cdn.sofifa.net/players/260/658/22_120.png,https://cdn.sofifa.net/teams/64/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,65,58,54,64
2239,11001,261249,https://sofifa.com/player/261249/edouard-michut/220002,É. Michut,Édouard Michut,CM,65,82,1800000.0,6000.0,18,2003-03-04,178,68,Paris Saint-Germain,French Ligue 1,RES,38.0,2025.0,France,Right,3,1,High/Medium,Lean (170-185),No,65.0,53.0,64.0,71.0,56.0,49.0,55,50,45,70,48,70,61,48,66,70,68,62,75,62,80,58,45,50,45,55,60,61,58,67,55,70,55,60,51,9,13,11,8,9,,60,63,67,67,63,58,18,https://cdn.sofifa.net/players/261/249/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,61,66,64,62
2240,11006,262138,https://sofifa.com/player/262138/castello-lukeba/220002,C. Lukeba,Junior Castello Lukeba,CB,65,80,1600000.0,4000.0,18,2002-12-17,184,73,Olympique Lyonnais,French Ligue 1,SUB,4.0,2024.0,France,Left,2,1,Medium/Medium,Normal (170-185),No,66.0,35.0,52.0,56.0,64.0,65.0,43,31,65,61,30,52,48,26,52,59,62,70,57,63,61,47,76,56,68,29,65,63,42,54,39,66,62,67,64,8,10,14,11,13,,53,52,55,57,63,67,18,https://cdn.sofifa.net/players/262/138/22_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,63,56,52,62
2241,11012,262333,https://sofifa.com/player/262333/yayah-kallon/220002,Y. Kallon,Yayah Kallon,"RW, CF, CAM",65,82,1900000.0,4000.0,20,2001-06-30,175,72,Genoa,Italian Serie A,SUB,91.0,2022.0,Sierra Leone,Left,2,1,High/Low,Lean (170-185),No,67.0,66.0,55.0,71.0,22.0,60.0,50,66,58,60,60,76,68,47,42,70,69,65,66,57,71,70,59,67,60,64,51,12,60,62,70,63,18,20,19,7,7,6,10,15,,66,66,66,59,44,38,17,https://cdn.sofifa.net/players/262/333/22_120.png,https://cdn.sofifa.net/teams/110556/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/sl.png,44,65,65,47
2242,11043,263582,https://sofifa.com/player/263582/myles-peart-harris/220002,M. Peart-Harris,Myles Peart-Harris,"CAM, CM",65,80,1700000.0,4000.0,18,2002-09-18,187,70,Brentford,English Premier League,RES,25.0,2025.0,England,Right,2,1,Medium/Low,Normal (185+),No,72.0,64.0,64.0,64.0,41.0,59.0,63,68,52,63,47,64,54,60,60,65,74,70,64,54,69,61,65,60,64,62,46,31,60,72,62,67,43,41,39,6,7,12,13,13,,64,64,67,62,54,50,17,https://cdn.sofifa.net/players/263/582/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png,54,66,65,55
