,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url
14717,245906,https://sofifa.com/player/245906/malachi-fagan-walcott/220002,M. Fagan-Walcott,Malachi Fagan-Walcott,CB,61,80,800000.0,6000.0,19,2002-03-11,185,80,18.0,Tottenham Hotspur,English Premier League,1.0,RES,46.0,2022.0,England,Right,3,2,1,Medium/Medium,Normal (185+),No,64.0,29.0,44.0,49.0,59.0,69.0,42,21,58,53,28,44,32,36,46,52,60,67,54,59,64,47,71,58,76,27,67,57,33,34,41,42,58,62,57,14,14,11,13,13,,45+2,45+2,45+2,45,44,44,44,45,45+2,45+2,45+2,47+2,47+2,47+2,47+2,47+2,55+2,56+2,56+2,56+2,55+2,57+2,61+2,61+2,61+2,57+2,18+2,https://cdn.sofifa.net/players/245/906/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
14722,246278,https://sofifa.com/player/246278/manuel-navarro-sanchez/220002,Manu Navarro,Manuel Navarro Sánchez,CM,61,75,775000.0,2000.0,20,2000-10-09,174,65,480.0,Rayo Vallecano,Spain Primera Division,1.0,RES,39.0,2022.0,Spain,Right,3,2,1,Medium/Medium,Normal (170-185),No,59.0,53.0,59.0,58.0,55.0,53.0,49,54,46,65,38,56,42,47,62,58,63,55,68,63,67,49,68,52,52,57,54,60,57,65,45,49,49,60,53,8,11,13,12,6,,55+2,55+2,55+2,58,58,58,58,58,60+2,60+2,60+2,58+2,61+2,61+2,61+2,58+2,57+2,59+2,59+2,59+2,57+2,56+2,56+2,56+2,56+2,56+2,15+2,https://cdn.sofifa.net/players/246/278/22_120.png,https://cdn.sofifa.net/teams/480/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
14740,247245,https://sofifa.com/player/247245/tomas-ostrak/220002,T. Ostrák,Tomáš Ostrák,"RM, LM",61,73,800000.0,3000.0,21,2000-02-05,176,75,31.0,1. FC Köln,German 1. Bundesliga,1.0,SUB,31.0,2022.0,Czech Republic,Right,3,3,1,Medium/Medium,Lean (170-185),No,62.0,56.0,62.0,63.0,53.0,61.0,58,55,54,67,50,63,53,40,66,62,64,61,71,53,73,60,54,61,67,59,48,45,48,61,50,53,50,60,53,6,8,7,13,10,,57+2,57+2,57+2,60,59,59,59,60,61+2,61+2,61+2,60+2,60+2,60+2,60+2,60+2,57+2,58+2,58+2,58+2,57+2,56+2,55+2,55+2,55+2,56+2,14+2,https://cdn.sofifa.net/players/247/245/22_120.png,https://cdn.sofifa.net/teams/31/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/cz.png
14744,247349,https://sofifa.com/player/247349/jack-jenkins/220002,J. Jenkins,Jack Jenkins,"CDM, CM",61,77,800000.0,6000.0,19,2001-11-26,176,70,8.0,Leeds United,English Premier League,1.0,RES,47.0,2023.0,England,Right,3,2,1,Medium/High,Lean (170-185),No,69.0,37.0,56.0,61.0,55.0,61.0,48,30,45,69,34,58,37,35,61,63,71,67,61,58,72,52,64,65,58,35,63,55,49,46,42,58,54,60,56,14,13,12,7,9,,51+2,51+2,51+2,55,54,54,54,55,56+2,56+2,56+2,58+2,58+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,59+2,59+2,57+2,57+2,57+2,59+2,16+2,https://cdn.sofifa.net/players/247/349/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
14747,247388,https://sofifa.com/player/247388/aleksander-buksa/220002,A. Buksa,Aleksander Buksa,ST,61,80,825000.0,1000.0,18,2003-01-15,188,73,110556.0,Genoa,Italian Serie A,1.0,RES,44.0,2026.0,Poland,Left,3,3,1,Medium/Low,Lean (185+),No,72.0,60.0,47.0,59.0,23.0,55.0,42,61,56,52,54,59,57,29,38,61,73,71,58,64,56,64,71,66,60,57,26,21,58,52,51,52,19,19,13,10,14,5,15,8,,61+2,61+2,61+2,59,60,60,60,59,58+2,58+2,58+2,58+2,51+2,51+2,51+2,58+2,43+2,39+2,39+2,39+2,43+2,41+2,35+2,35+2,35+2,41+2,17+2,https://cdn.sofifa.net/players/247/388/22_120.png,https://cdn.sofifa.net/teams/110556/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/pl.png
14754,247508,https://sofifa.com/player/247508/metehan-guclu/220002,M. Güçlü,Metehan Güçlü,"ST, RW",61,66,500000.0,7000.0,22,1999-04-02,182,70,74.0,Stade Rennais FC,French Ligue 1,1.0,RES,17.0,2023.0,Turkey,Left,2,2,1,Medium/Medium,Lean (170-185),No,75.0,60.0,54.0,61.0,23.0,56.0,42,60,62,60,56,59,47,48,49,60,73,76,75,58,66,60,71,48,64,59,44,21,59,60,66,51,18,16,20,7,13,7,10,13,,61+2,61+2,61+2,60,61,61,61,60,61+2,61+2,61+2,59+2,53+2,53+2,53+2,59+2,42+2,41+2,41+2,41+2,42+2,41+2,38+2,38+2,38+2,41+2,16+2,https://cdn.sofifa.net/players/247/508/22_120.png,https://cdn.sofifa.net/teams/74/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/tr.png
14769,248228,https://sofifa.com/player/248228/victor-de-baunbag/220002,V. De Baunbag,Víctor Christopher De Baunbaug,"ST, RW",61,75,800000.0,4000.0,20,2000-08-05,191,77,453.0,RCD Mallorca,Spain Primera Division,1.0,RES,37.0,2023.0,Spain,Right,3,2,1,High/Medium,Lean (185+),No,74.0,59.0,52.0,64.0,26.0,59.0,53,61,56,61,55,67,45,48,45,63,76,72,66,52,62,58,63,65,65,56,35,27,56,45,58,58,22,22,22,9,11,13,8,12,,61+2,61+2,61+2,61,60,60,60,61,59+2,59+2,59+2,60+2,53+2,53+2,53+2,60+2,47+2,43+2,43+2,43+2,47+2,44+2,39+2,39+2,39+2,44+2,15+2,https://cdn.sofifa.net/players/248/228/22_120.png,https://cdn.sofifa.net/teams/453/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
14770,248296,https://sofifa.com/player/248296/seriton-fernandes/220002,S. Fernandes,Seriton Fernandes,RB,61,61,300000.0,500.0,28,1992-10-26,174,70,113298.0,FC Goa,Indian Super League,1.0,RB,20.0,2022.0,India,Right,3,2,1,Low/High,Normal (170-185),No,72.0,32.0,48.0,51.0,56.0,71.0,56,24,40,50,35,48,49,31,44,49,71,73,66,45,73,50,69,91,64,30,65,53,44,42,32,46,53,65,61,14,5,10,8,14,,45+2,45+2,45+2,49,46,46,46,49,47+2,47+2,47+2,52+2,49+2,49+2,49+2,52+2,59+2,55+2,55+2,55+2,59+2,59+2,57+2,57+2,57+2,59+2,14+2,https://cdn.sofifa.net/players/248/296/22_120.png,https://cdn.sofifa.net/teams/113298/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
14771,248298,https://sofifa.com/player/248298/brandon-fernandes/220002,B. Fernandes,Brandon Fernandes,"LM, CAM",61,62,375000.0,500.0,26,1994-09-20,167,63,113298.0,FC Goa,Indian Super League,1.0,LM,10.0,2024.0,India,Right,3,3,1,Medium/Low,Lean (170-),No,76.0,47.0,60.0,64.0,36.0,49.0,63,45,30,63,45,61,61,57,54,61,76,76,83,51,82,52,63,59,45,48,44,34,53,57,45,58,38,38,34,7,14,15,14,12,,52+2,52+2,52+2,60,57,57,57,60,59+2,59+2,59+2,60+2,55+2,55+2,55+2,60+2,52+2,48+2,48+2,48+2,52+2,50+2,42+2,42+2,42+2,50+2,16+2,https://cdn.sofifa.net/players/248/298/22_120.png,https://cdn.sofifa.net/teams/113298/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
14779,248559,https://sofifa.com/player/248559/leo-petrot/220002,L. Pétrot,Léo Pétrot,"LB, CB",61,67,475000.0,3000.0,24,1997-04-15,188,81,217.0,FC Lorient,French Ligue 1,1.0,SUB,36.0,2023.0,France,Left,2,2,1,Medium/Medium,Normal (185+),No,60.0,31.0,42.0,50.0,63.0,67.0,56,30,56,42,34,51,37,38,34,45,61,60,59,58,55,28,63,62,74,30,57,59,42,34,44,45,61,67,68,15,8,7,11,7,,45+2,45+2,45+2,47,44,44,44,47,44+2,44+2,44+2,48+2,45+2,45+2,45+2,48+2,58+2,54+2,54+2,54+2,58+2,59+2,61+2,61+2,61+2,59+2,15+2,https://cdn.sofifa.net/players/248/559/22_120.png,https://cdn.sofifa.net/teams/217/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
14781,248674,https://sofifa.com/player/248674/louis-munteanu/220002,L. Munteanu,Louis Munteanu,ST,61,77,850000.0,5000.0,19,2002-06-16,184,77,110374.0,Fiorentina,Italian Serie A,1.0,SUB,67.0,2025.0,Romania,Right,2,3,1,Medium/Medium,Lean (170-185),No,73.0,61.0,52.0,64.0,38.0,56.0,42,63,49,57,58,62,52,43,48,63,75,72,73,59,70,65,58,61,62,54,33,38,60,56,53,61,34,39,32,14,7,9,9,7,,61+2,61+2,61+2,61,62,62,62,61,60+2,60+2,60+2,60+2,56+2,56+2,56+2,60+2,50+2,48+2,48+2,48+2,50+2,49+2,44+2,44+2,44+2,49+2,15+2,https://cdn.sofifa.net/players/248/674/22_120.png,https://cdn.sofifa.net/teams/110374/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/ro.png
14786,250884,https://sofifa.com/player/250884/javier-siverio-toro/220002,Javi Siverio,Javier Siverio Toro,ST,61,69,725000.0,500.0,23,1997-11-14,182,75,113301.0,Hyderabad FC,Indian Super League,1.0,SUB,99.0,2022.0,Spain,Right,5,2,1,Medium/Medium,Lean (170-185),No,61.0,61.0,44.0,58.0,22.0,65.0,29,64,62,58,48,58,34,21,45,59,63,59,58,54,63,62,75,61,71,60,52,24,63,41,52,56,16,14,15,14,6,11,8,13,,61+2,61+2,61+2,56,58,58,58,56,56+2,56+2,56+2,54+2,51+2,51+2,51+2,54+2,40+2,40+2,40+2,40+2,40+2,38+2,38+2,38+2,38+2,38+2,15+2,https://cdn.sofifa.net/players/250/884/22_120.png,https://cdn.sofifa.net/teams/113301/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/es.png
14797,251349,https://sofifa.com/player/251349/thibo-baeten/220002,T. Baeten,Thibo Baeten,ST,61,74,775000.0,1000.0,19,2002-06-04,185,79,54.0,Torino F.C.,Italian Serie A,1.0,RES,30.0,2022.0,Belgium,Left,3,2,1,Medium/Medium,Normal (185+),No,74.0,61.0,41.0,58.0,21.0,58.0,29,63,61,50,54,56,44,31,32,57,72,75,70,57,64,59,73,55,67,58,34,13,65,48,65,49,19,15,16,10,9,6,11,15,,61+2,61+2,61+2,57,59,59,59,57,56+2,56+2,56+2,54+2,48+2,48+2,48+2,54+2,39+2,36+2,36+2,36+2,39+2,37+2,35+2,35+2,35+2,37+2,16+2,https://cdn.sofifa.net/players/251/349/22_120.png,https://cdn.sofifa.net/teams/54/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/be.png
14803,251603,https://sofifa.com/player/251603/kevin-piscopo/220002,K. Piscopo,Kevin Piscopo,"CF, ST, CAM",61,69,725000.0,7000.0,23,1998-02-06,181,78,1746.0,Empoli,Italian Serie A,1.0,RES,98.0,2022.0,Italy,Right,2,2,1,High/Low,Normal (170-185),No,73.0,62.0,50.0,60.0,48.0,65.0,48,62,59,56,50,63,50,50,45,60,72,73,52,60,62,70,68,64,68,60,60,44,62,45,56,46,41,54,50,8,10,8,11,14,,63+2,63+2,63+2,60,61,61,61,60,58+2,58+2,58+2,59+2,55+2,55+2,55+2,59+2,55+2,53+2,53+2,53+2,55+2,55+2,54+2,54+2,54+2,55+2,16+2,https://cdn.sofifa.net/players/251/603/22_120.png,https://cdn.sofifa.net/teams/1746/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
14816,252059,https://sofifa.com/player/252059/salis-abdul-samed/220002,S. Abdul Samed,Salis Abdul Samed,CDM,61,70,700000.0,2000.0,21,2000-03-26,180,61,1815.0,Clermont Foot 63,French Ligue 1,1.0,SUB,19.0,2025.0,Ghana,Right,2,2,1,Medium/High,Lean (170-185),No,56.0,46.0,52.0,61.0,58.0,58.0,38,46,57,66,38,61,36,34,60,66,50,61,47,56,69,49,68,56,56,45,61,56,40,42,44,48,53,65,61,11,14,8,11,7,,53+2,53+2,53+2,53,54,54,54,53,55+2,55+2,55+2,55+2,57+2,57+2,57+2,55+2,57+2,60+2,60+2,60+2,57+2,57+2,59+2,59+2,59+2,57+2,16+2,https://cdn.sofifa.net/players/252/059/22_120.png,https://cdn.sofifa.net/teams/1815/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/gh.png
14824,252302,https://sofifa.com/player/252302/yasser-larouci/220002,Y. Larouci,Yasser Larouci,LB,61,77,825000.0,2000.0,20,2001-01-01,175,68,294.0,ESTAC Troyes,French Ligue 1,1.0,RES,22.0,2026.0,France,Left,2,2,1,High/Medium,Normal (170-185),No,75.0,47.0,52.0,62.0,56.0,57.0,57,45,48,54,42,63,50,38,49,61,76,75,65,56,69,52,70,60,56,48,53,57,52,52,44,59,55,60,56,11,10,8,6,7,,54+2,54+2,54+2,59,57,57,57,59,57+2,57+2,57+2,59+2,55+2,55+2,55+2,59+2,59+2,56+2,56+2,56+2,59+2,59+2,57+2,57+2,57+2,59+2,14+2,https://cdn.sofifa.net/players/252/302/22_120.png,https://cdn.sofifa.net/teams/294/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
14830,252916,https://sofifa.com/player/252916/ignacio-ramon-del-valle/220002,Nacho Ramón,Ignacio Ramón del Valle,ST,61,70,750000.0,3000.0,22,1999-03-30,186,80,468.0,Elche CF,Spain Primera Division,1.0,RES,27.0,2022.0,Spain,Right,3,3,1,Medium/Medium,Stocky (185+),No,66.0,63.0,42.0,55.0,30.0,62.0,34,67,73,48,59,53,41,33,32,58,64,68,52,54,55,58,61,52,68,60,61,22,59,49,61,57,22,30,26,13,14,14,6,13,,61+2,61+2,61+2,55,58,58,58,55,54+2,54+2,54+2,53+2,48+2,48+2,48+2,53+2,41+2,40+2,40+2,40+2,41+2,41+2,43+2,43+2,43+2,41+2,16+2,https://cdn.sofifa.net/players/252/916/22_120.png,https://cdn.sofifa.net/teams/468/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
14831,252975,https://sofifa.com/player/252975/boubacar-traore/220002,B. Traoré,Boubacar Traoré,CM,61,76,775000.0,2000.0,19,2001-08-20,183,67,68.0,FC Metz,French Ligue 1,1.0,SUB,8.0,2024.0,Mali,Right,2,2,1,Medium/Medium,Lean (170-185),No,54.0,47.0,60.0,62.0,60.0,50.0,47,41,56,68,41,62,52,47,69,64,55,53,53,61,65,62,62,40,49,46,63,58,51,59,52,56,57,67,60,12,10,15,11,11,,54+2,54+2,54+2,56,57,57,57,56,59+2,59+2,59+2,57+2,61+2,61+2,61+2,57+2,57+2,61+2,61+2,61+2,57+2,58+2,60+2,60+2,60+2,58+2,17+2,https://cdn.sofifa.net/players/252/975/22_120.png,https://cdn.sofifa.net/teams/68/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/ml.png
14886,255577,https://sofifa.com/player/255577/daniel-plomer-gordillo/220002,Dani Plomer,Daniel Plomer Gordillo,"LM, RM",61,70,725000.0,3000.0,22,1998-11-30,179,72,110832.0,Granada CF,Spain Primera Division,1.0,RES,38.0,2022.0,Spain,Right,3,3,1,Medium/Medium,Normal (170-185),No,70.0,47.0,57.0,59.0,28.0,53.0,61,54,42,62,41,58,40,39,57,64,69,71,59,50,56,45,46,55,58,31,38,22,60,54,51,42,28,27,28,13,15,12,14,10,,55+2,55+2,55+2,59,57,57,57,59,58+2,58+2,58+2,60+2,54+2,54+2,54+2,60+2,47+2,44+2,44+2,44+2,47+2,45+2,38+2,38+2,38+2,45+2,17+2,https://cdn.sofifa.net/players/255/577/22_120.png,https://cdn.sofifa.net/teams/110832/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
14894,256058,https://sofifa.com/player/256058/pablo-perez-rico/220002,Pablo Pérez,Pablo Pérez Rico,"LB, LM",61,74,750000.0,2000.0,19,2001-08-18,170,65,481.0,Sevilla FC,Spain Primera Division,1.0,RES,40.0,2024.0,Spain,Left,3,3,1,High/Medium,Normal (170-),No,66.0,35.0,51.0,55.0,56.0,58.0,68,35,53,49,21,58,32,42,48,46,65,66,67,55,74,38,52,65,58,29,52,58,59,45,43,41,47,62,63,8,11,8,11,9,,49+2,49+2,49+2,53,50,50,50,53,50+2,50+2,50+2,55+2,51+2,51+2,51+2,55+2,59+2,54+2,54+2,54+2,59+2,59+2,56+2,56+2,56+2,59+2,15+2,https://cdn.sofifa.net/players/256/058/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
14901,256801,https://sofifa.com/player/256801/aaron-kamardin/220002,A. Kamardin,Aaron Nassur Kamardin,CB,61,74,725000.0,3000.0,19,2002-04-08,183,72,219.0,Olympique de Marseille,French Ligue 1,1.0,RES,38.0,2023.0,France,Right,3,2,1,Low/Medium,Lean (170-185),No,55.0,29.0,41.0,43.0,63.0,60.0,32,21,69,53,28,33,30,29,44,51,59,51,48,55,60,50,74,60,60,23,55,59,29,30,39,54,61,65,61,9,14,8,14,14,,43+2,43+2,43+2,40,41,41,41,40,41+2,41+2,41+2,43+2,45+2,45+2,45+2,43+2,54+2,55+2,55+2,55+2,54+2,56+2,61+2,61+2,61+2,56+2,17+2,https://cdn.sofifa.net/players/256/801/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
14904,256853,https://sofifa.com/player/256853/malik-tillman/220002,M. Tillman,Malik Tillman,ST,61,81,925000.0,7000.0,19,2002-05-28,186,71,21.0,FC Bayern München,German 1. Bundesliga,1.0,RES,40.0,2023.0,Germany,Right,3,2,1,Medium/Medium,Normal (185+),No,66.0,64.0,48.0,61.0,18.0,56.0,39,67,59,57,48,62,41,32,40,62,67,65,64,54,61,68,65,60,59,59,41,14,57,53,58,54,12,15,16,9,11,11,12,9,,61+2,61+2,61+2,59,61,61,61,59,59+2,59+2,59+2,57+2,51+2,51+2,51+2,57+2,40+2,38+2,38+2,38+2,40+2,38+2,34+2,34+2,34+2,38+2,15+2,https://cdn.sofifa.net/players/256/853/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
14912,257112,https://sofifa.com/player/257112/rafiki-said/220002,R. Saïd,Rafiki Said Ahamada,LM,61,69,725000.0,2000.0,21,2000-03-15,178,73,378.0,Stade Brestois 29,French Ligue 1,1.0,SUB,19.0,2023.0,Comoros,Left,5,3,1,Medium/Medium,Normal (170-185),No,79.0,58.0,51.0,70.0,20.0,33.0,49,60,41,57,68,72,58,36,39,66,82,77,81,50,79,57,43,47,28,56,26,23,55,53,51,58,16,18,14,6,7,5,13,6,,58+2,58+2,58+2,63,61,61,61,63,61+2,61+2,61+2,60+2,52+2,52+2,52+2,60+2,43+2,37+2,37+2,37+2,43+2,40+2,29+2,29+2,29+2,40+2,12+2,https://cdn.sofifa.net/players/257/112/22_120.png,https://cdn.sofifa.net/teams/378/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/km.png
14913,257171,https://sofifa.com/player/257171/noah-fatar/220002,N. Fatar,Noah Fatar,RW,61,77,850000.0,3000.0,19,2002-02-15,167,62,1530.0,Angers SCO,French Ligue 1,1.0,RES,17.0,2023.0,France,Left,2,2,1,Medium/Medium,Lean (170-),No,71.0,67.0,57.0,63.0,27.0,49.0,52,67,56,57,65,60,63,51,58,67,70,71,68,42,87,72,54,58,49,66,35,22,56,59,69,49,21,26,24,12,10,15,10,11,,61+2,61+2,61+2,61,61,61,61,61,60+2,60+2,60+2,60+2,55+2,55+2,55+2,60+2,45+2,42+2,42+2,42+2,45+2,43+2,36+2,36+2,36+2,43+2,14+2,https://cdn.sofifa.net/players/257/171/22_120.png,https://cdn.sofifa.net/teams/1530/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
14918,257253,https://sofifa.com/player/257253/bobby-thomas/220002,B. Thomas,Bobby Thomas,CB,61,76,750000.0,4000.0,20,2001-01-30,186,77,1796.0,Burnley,English Premier League,1.0,RES,37.0,2022.0,England,Right,3,2,1,Medium/Medium,Lean (185+),No,55.0,32.0,41.0,44.0,62.0,65.0,29,28,62,51,35,40,33,33,41,46,57,53,47,59,53,44,65,53,72,24,62,59,31,38,45,47,61,64,62,13,14,6,8,14,,44+2,44+2,44+2,42,42,42,42,42,43+2,43+2,43+2,43+2,46+2,46+2,46+2,43+2,53+2,55+2,55+2,55+2,53+2,55+2,61+2,61+2,61+2,55+2,17+2,https://cdn.sofifa.net/players/257/253/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
14920,257289,https://sofifa.com/player/257289/hugo-ekitike/220002,H. Ekitike,Hugo Ekitike,ST,61,78,850000.0,3000.0,19,2002-06-20,189,70,379.0,Stade de Reims,French Ligue 1,1.0,SUB,22.0,2023.0,France,Right,3,3,1,Medium/Medium,Lean (185+),No,69.0,59.0,46.0,60.0,22.0,66.0,34,61,69,52,53,59,48,33,35,61,70,68,64,50,66,62,74,58,71,51,59,11,59,56,63,58,21,17,16,8,8,7,10,12,,61+2,61+2,61+2,57,59,59,59,57,57+2,57+2,57+2,55+2,49+2,49+2,49+2,55+2,39+2,38+2,38+2,38+2,39+2,38+2,38+2,38+2,38+2,38+2,14+2,https://cdn.sofifa.net/players/257/289/22_120.png,https://cdn.sofifa.net/teams/379/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
14945,258533,https://sofifa.com/player/258533/bjarki-steinn-bjarkason/220002,B. Bjarkason,Bjarki Steinn Bjarkason,LM,61,70,725000.0,3000.0,21,2000-05-11,177,68,205.0,Venezia FC,Italian Serie A,1.0,SUB,19.0,2023.0,Iceland,Right,2,2,1,Medium/Medium,Lean (170-185),No,64.0,50.0,60.0,61.0,33.0,50.0,60,50,42,64,42,62,53,35,60,60,63,65,57,52,73,54,40,54,50,45,48,32,58,59,55,53,25,39,35,13,13,6,10,10,,54+2,54+2,54+2,59,58,58,58,59,59+2,59+2,59+2,60+2,56+2,56+2,56+2,60+2,49+2,48+2,48+2,48+2,49+2,47+2,41+2,41+2,41+2,47+2,16+2,https://cdn.sofifa.net/players/258/533/22_120.png,https://cdn.sofifa.net/teams/205/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/is.png
14957,258976,https://sofifa.com/player/258976/fabiano-parisi/220002,F. Parisi,Fabiano Parisi,"LB, LM, CDM",61,78,825000.0,5000.0,20,2000-11-09,178,72,1746.0,Empoli,Italian Serie A,1.0,RES,65.0,2023.0,Italy,Left,2,2,1,High/High,Normal (170-185),No,64.0,60.0,55.0,61.0,55.0,55.0,64,55,44,60,60,63,60,68,44,59,62,65,67,53,69,69,56,68,50,65,50,56,51,41,55,45,49,63,61,11,10,11,13,9,,57+2,57+2,57+2,59,57,57,57,59,56+2,56+2,56+2,58+2,55+2,55+2,55+2,58+2,60+2,55+2,55+2,55+2,60+2,59+2,55+2,55+2,55+2,59+2,15+2,https://cdn.sofifa.net/players/258/976/22_120.png,https://cdn.sofifa.net/teams/1746/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
14961,259096,https://sofifa.com/player/259096/tim-akinola/220002,T. Akinola,Tim Akinola,"CDM, CM",61,78,825000.0,7000.0,20,2001-05-08,177,73,1.0,Arsenal,English Premier League,1.0,RES,61.0,2022.0,England,Right,3,2,1,High/High,Normal (170-185),No,71.0,50.0,55.0,59.0,58.0,65.0,42,45,53,62,44,59,50,47,61,57,69,72,67,56,57,60,53,70,62,52,67,53,49,53,45,50,55,63,68,14,10,14,11,14,,55+2,55+2,55+2,56,56,56,56,56,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,59+2,60+2,60+2,60+2,59+2,60+2,60+2,60+2,60+2,60+2,17+2,https://cdn.sofifa.net/players/259/096/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
14973,259419,https://sofifa.com/player/259419/takuhiro-nakai/220002,T. Nakai,中井 卓大,CAM,61,83,1000000.0,2000.0,17,2003-10-24,178,68,243.0,Real Madrid CF,Spain Primera Division,1.0,RES,31.0,2022.0,Japan,Right,4,4,1,Medium/Medium,Lean (170-185),No,58.0,50.0,60.0,64.0,31.0,47.0,42,50,43,66,48,65,50,52,64,67,53,62,53,53,66,53,57,46,50,48,37,22,50,70,48,61,31,32,38,9,10,10,6,11,,54+2,54+2,54+2,58,59,59,59,58,61+2,61+2,61+2,58+2,58+2,58+2,58+2,58+2,46+2,47+2,47+2,47+2,46+2,44+2,40+2,40+2,40+2,44+2,14+2,https://cdn.sofifa.net/players/259/419/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/jp.png
14975,259531,https://sofifa.com/player/259531/sergio-arratia-lechosa/220002,Arratia,Sergio Arratia Lechosa,CM,61,73,800000.0,2000.0,21,2000-04-23,185,76,480.0,Rayo Vallecano,Spain Primera Division,1.0,RES,31.0,2022.0,Spain,Right,3,2,1,Medium/Medium,Lean (185+),No,59.0,43.0,60.0,60.0,57.0,65.0,45,38,56,70,43,57,49,47,62,68,62,56,56,62,57,56,63,69,63,42,65,53,33,64,49,51,57,58,61,9,10,10,8,14,,52+2,52+2,52+2,55,55,55,55,55,58+2,58+2,58+2,58+2,61+2,61+2,61+2,58+2,60+2,62+2,62+2,62+2,60+2,59+2,60+2,60+2,60+2,59+2,16+2,https://cdn.sofifa.net/players/259/531/22_120.png,https://cdn.sofifa.net/teams/480/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
