,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url
14820,252241,https://sofifa.com/player/252241/davy-rouyard/220002,D. Rouyard,Davy Rouyard,GK,61,73,700000.0,2000.0,21,1999-08-17,194,90,59.0,FC Girondins de Bordeaux,French Ligue 1,1.0,RES,30.0,2025.0,France,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,11,6,10,26,10,12,14,13,24,17,22,33,38,52,56,45,55,27,56,8,23,10,7,38,15,32,8,13,10,62,60,60,57,63,26.0,21+2,21+2,21+2,20,21,21,21,20,23+2,23+2,23+2,21+2,23+2,23+2,23+2,21+2,19+2,22+2,22+2,22+2,19+2,19+2,21+2,21+2,21+2,19+2,60+2,https://cdn.sofifa.net/players/252/241/22_120.png,https://cdn.sofifa.net/teams/59/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
14915,257235,https://sofifa.com/player/257235/teddy-boulhendi/220002,T. Boulhendi,Teddy Boulhendi,GK,61,74,700000.0,2000.0,20,2001-04-09,185,82,72.0,OGC Nice,French Ligue 1,1.0,SUB,16.0,2022.0,Algeria,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,13,9,14,23,8,13,15,12,21,18,49,48,51,58,48,45,59,34,64,7,23,9,7,28,13,27,6,13,11,59,60,60,59,61,49.0,25+2,25+2,25+2,23,24,24,24,23,23+2,23+2,23+2,24+2,22+2,22+2,22+2,24+2,22+2,22+2,22+2,22+2,22+2,22+2,22+2,22+2,22+2,22+2,60+2,https://cdn.sofifa.net/players/257/235/22_120.png,https://cdn.sofifa.net/teams/72/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/dz.png
14932,258031,https://sofifa.com/player/258031/florian-palmowski/220002,F. Palmowski,Florian Palmowski,GK,61,74,700000.0,3000.0,20,2001-06-11,185,78,166.0,Hertha BSC,German 1. Bundesliga,1.0,RES,38.0,2024.0,Germany,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,16,13,18,31,14,19,16,15,24,25,34,29,26,46,46,45,61,22,46,13,30,12,12,34,18,26,11,15,15,58,60,60,65,62,32.0,25+2,25+2,25+2,24,25,25,25,24,26+2,26+2,26+2,25+2,25+2,25+2,25+2,25+2,22+2,24+2,24+2,24+2,22+2,21+2,23+2,23+2,23+2,21+2,60+2,https://cdn.sofifa.net/players/258/031/22_120.png,https://cdn.sofifa.net/teams/166/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
15074,262659,https://sofifa.com/player/262659/noah-atubolu/220002,N. Atubolu,Noah Atubolu,GK,61,75,675000.0,1000.0,19,2002-05-25,190,96,25.0,Sport-Club Freiburg,German 1. Bundesliga,1.0,SUB,21.0,2025.0,Germany,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,8,13,17,8,11,13,12,15,14,35,36,32,52,31,44,60,29,61,9,26,13,9,34,14,31,12,12,12,63,60,59,57,64,35.0,22+2,22+2,22+2,20,21,21,21,20,21+2,21+2,21+2,21+2,20+2,20+2,20+2,21+2,20+2,21+2,21+2,21+2,20+2,20+2,22+2,22+2,22+2,20+2,60+2,https://cdn.sofifa.net/players/262/659/22_120.png,https://cdn.sofifa.net/teams/25/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
15186,194894,https://sofifa.com/player/194894/francesco-rossi/220002,F. Rossi,Francesco Rossi,GK,60,60,160000.0,5000.0,30,1991-04-27,193,83,39.0,Atalanta,Italian Serie A,1.0,RES,31.0,2022.0,Italy,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,19,11,14,17,16,21,22,22,12,19,22,21,55,48,40,47,55,22,25,12,14,27,11,22,14,42,20,17,16,62,60,62,58,60,22.0,21+2,21+2,21+2,21,21,21,21,21,21+2,21+2,21+2,20+2,20+2,20+2,20+2,20+2,22+2,21+2,21+2,21+2,22+2,22+2,22+2,22+2,22+2,22+2,59+1,https://cdn.sofifa.net/players/194/894/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
15194,205727,https://sofifa.com/player/205727/jacopo-furlan/220002,J. Furlan,Jacopo Furlan,GK,60,63,230000.0,6000.0,28,1993-02-22,189,75,1746.0,Empoli,Italian Serie A,1.0,SUB,22.0,2022.0,Italy,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,19,14,17,27,13,17,16,13,26,24,45,44,33,57,59,41,57,37,52,15,18,22,16,11,25,49,15,13,17,59,57,55,59,61,45.0,27+2,27+2,27+2,25,25,25,25,25,24+2,24+2,24+2,26+2,24+2,24+2,24+2,26+2,27+2,25+2,25+2,25+2,27+2,26+2,25+2,25+2,25+2,26+2,59+2,https://cdn.sofifa.net/players/205/727/22_120.png,https://cdn.sofifa.net/teams/1746/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
15340,239203,https://sofifa.com/player/239203/gregoire-coudert/220002,G. Coudert,Grégoire Coudert,GK,60,70,475000.0,2000.0,22,1999-04-03,191,83,378.0,Stade Brestois 29,French Ligue 1,1.0,SUB,30.0,2022.0,France,Left,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,10,7,12,22,6,13,14,11,26,15,30,27,25,52,24,44,50,25,66,8,28,12,9,24,19,25,22,13,11,62,56,58,58,62,29.0,22+2,22+2,22+2,18,20,20,20,18,20+2,20+2,20+2,20+2,21+2,21+2,21+2,20+2,20+2,23+2,23+2,23+2,20+2,20+2,24+2,24+2,24+2,20+2,59+2,https://cdn.sofifa.net/players/239/203/22_120.png,https://cdn.sofifa.net/teams/378/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
15487,248766,https://sofifa.com/player/248766/malcolm-barcola/220002,M. Barcola,Malcolm Barcola,GK,60,70,475000.0,5000.0,22,1999-05-14,197,83,66.0,Olympique Lyonnais,French Ligue 1,1.0,RES,16.0,2022.0,Togo,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,9,11,14,25,7,10,10,14,24,14,21,29,23,51,24,40,41,24,70,9,16,11,9,37,17,31,7,8,10,62,57,53,61,63,24.0,22+2,22+2,22+2,19,21,21,21,19,22+2,22+2,22+2,20+2,22+2,22+2,22+2,20+2,18+2,21+2,21+2,21+2,18+2,17+2,20+2,20+2,20+2,17+2,59+2,https://cdn.sofifa.net/players/248/766/22_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/tg.png
15506,251369,https://sofifa.com/player/251369/ouparine-djoco/220002,O. Djoco,Ouparine Djoco,GK,60,68,475000.0,2000.0,23,1998-04-22,188,90,1815.0,Clermont Foot 63,French Ligue 1,1.0,SUB,40.0,2025.0,France,Left,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,10,14,21,7,14,15,16,20,16,30,22,21,47,23,47,55,29,67,8,21,9,4,33,29,32,10,12,11,63,60,63,58,61,27.0,22+2,22+2,22+2,18,20,20,20,18,20+2,20+2,20+2,20+2,21+2,21+2,21+2,20+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,59+2,https://cdn.sofifa.net/players/251/369/22_120.png,https://cdn.sofifa.net/teams/1815/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
15543,253216,https://sofifa.com/player/253216/adrian-rodriguez-gimenez/220002,Adrián,Adrián Rodríguez Giménez,GK,60,77,575000.0,2000.0,20,2000-12-12,195,83,463.0,Deportivo Alavés,Spain Primera Division,1.0,RES,31.0,2022.0,Argentina,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,11,8,11,17,7,14,11,11,22,12,25,32,27,52,30,48,38,19,65,8,27,13,4,30,11,34,9,13,13,57,58,64,62,60,28.0,21+2,21+2,21+2,18,20,20,20,18,19+2,19+2,19+2,19+2,20+2,20+2,20+2,19+2,18+2,21+2,21+2,21+2,18+2,18+2,22+2,22+2,22+2,18+2,59+2,https://cdn.sofifa.net/players/253/216/22_120.png,https://cdn.sofifa.net/teams/463/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ar.png
15656,257638,https://sofifa.com/player/257638/luca-philipp/220002,L. Philipp,Luca Philipp,GK,60,72,525000.0,2000.0,20,2000-11-28,192,83,10029.0,TSG Hoffenheim,German 1. Bundesliga,1.0,RES,37.0,2023.0,Germany,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,9,4,12,26,4,9,11,10,22,10,24,29,29,50,24,42,30,20,50,6,20,10,7,34,13,31,6,13,11,60,58,56,59,63,26.0,19+2,19+2,19+2,17,19,19,19,17,20+2,20+2,20+2,19+2,21+2,21+2,21+2,19+2,17+2,20+2,20+2,20+2,17+2,17+2,19+2,19+2,19+2,17+2,59+2,https://cdn.sofifa.net/players/257/638/22_120.png,https://cdn.sofifa.net/teams/10029/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
15693,258641,https://sofifa.com/player/258641/oliver-bosworth/220002,O. Bosworth,Oliver Bosworth,GK,60,77,575000.0,4000.0,19,2002-06-14,180,75,95.0,Leicester City,English Premier League,1.0,RES,40.0,2022.0,England,Right,3,1,1,Medium/Medium,Lean (170-185),No,,,,,,,14,7,10,26,6,7,11,12,17,17,50,50,40,37,53,45,58,24,53,5,16,12,8,27,16,22,6,13,14,63,60,60,60,65,50.0,22+2,22+2,22+2,21,21,21,21,21,21+2,21+2,21+2,22+2,19+2,19+2,19+2,22+2,21+2,20+2,20+2,20+2,21+2,21+2,20+2,20+2,20+2,21+2,59+2,https://cdn.sofifa.net/players/258/641/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
15778,260969,https://sofifa.com/player/260969/pablo-martin-picon-alvaro/220002,Pablo Picón,Pablo Martín Picón Álvaro,GK,60,71,475000.0,2000.0,21,2000-02-01,185,79,1853.0,Levante Unión Deportiva,Spain Primera Division,1.0,RES,41.0,2022.0,Spain,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,6,12,15,9,14,14,11,21,18,27,25,33,54,41,47,64,23,49,8,25,10,8,28,11,31,6,14,12,58,63,62,60,58,26.0,21+2,21+2,21+2,19,20,20,20,19,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,18+2,20+2,20+2,20+2,18+2,18+2,20+2,20+2,20+2,18+2,59+2,https://cdn.sofifa.net/players/260/969/22_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
15786,261170,https://sofifa.com/player/261170/ousmane-ba/220002,O. Ba,Ousmane Ba,GK,60,77,575000.0,900.0,19,2002-06-06,185,72,68.0,FC Metz,French Ligue 1,1.0,RES,40.0,2025.0,Senegal,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,14,15,10,18,6,12,10,14,22,17,23,20,26,48,50,47,58,17,53,8,24,11,4,27,35,26,7,10,10,62,54,63,62,62,22.0,21+2,21+2,21+2,18,20,20,20,18,19+2,19+2,19+2,19+2,19+2,19+2,19+2,19+2,17+2,19+2,19+2,19+2,17+2,16+2,19+2,19+2,19+2,16+2,59+2,https://cdn.sofifa.net/players/261/170/22_120.png,https://cdn.sofifa.net/teams/68/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/sn.png
16115,245164,https://sofifa.com/player/245164/vishal-kaith/220002,V. Kaith,Vishal Kaith,GK,59,65,300000.0,500.0,24,1996-07-22,187,78,113297.0,Chennaiyin FC,Indian Super League,1.0,GK,13.0,2022.0,India,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,7,13,16,7,11,10,13,16,18,29,32,24,53,36,43,47,16,56,9,21,10,8,29,13,29,8,12,11,57,58,57,60,59,30.0,21+2,21+2,21+2,19,20,20,20,19,20+2,20+2,20+2,19+2,19+2,19+2,19+2,19+2,18+2,19+2,19+2,19+2,18+2,18+2,20+2,20+2,20+2,18+2,58+2,https://cdn.sofifa.net/players/245/164/22_120.png,https://cdn.sofifa.net/teams/113297/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
16268,257637,https://sofifa.com/player/257637/daniel-klein/220002,D. Klein,Daniel Klein,GK,59,73,475000.0,2000.0,20,2001-03-13,192,89,100409.0,FC Augsburg,German 1. Bundesliga,1.0,RES,25.0,2025.0,Germany,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,10,8,12,26,6,9,7,9,24,14,20,27,28,54,31,42,38,23,57,6,17,7,8,35,14,29,6,15,12,60,58,56,55,60,23.0,21+2,21+2,21+2,18,20,20,20,18,21+2,21+2,21+2,20+2,22+2,22+2,22+2,20+2,18+2,21+2,21+2,21+2,18+2,18+2,20+2,20+2,20+2,18+2,58+2,https://cdn.sofifa.net/players/257/637/22_120.png,https://cdn.sofifa.net/teams/100409/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
16288,258555,https://sofifa.com/player/258555/dani-van-den-heuvel/220002,D. van den Heuvel,Dani van den Heuvel,GK,59,79,550000.0,900.0,18,2003-05-28,184,72,8.0,Leeds United,English Premier League,1.0,RES,40.0,2023.0,Netherlands,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,12,6,14,32,5,10,14,14,29,19,17,24,37,48,46,46,61,16,50,8,20,13,4,30,14,21,5,13,13,61,59,61,56,59,20.0,20+2,20+2,20+2,18,20,20,20,18,22+2,22+2,22+2,20+2,23+2,23+2,23+2,20+2,19+2,22+2,22+2,22+2,19+2,18+2,21+2,21+2,21+2,18+2,58+2,https://cdn.sofifa.net/players/258/555/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/nl.png
16433,263116,https://sofifa.com/player/263116/lasse-riess/220002,L. Rieß,Lasse Rieß,GK,59,76,525000.0,1000.0,19,2001-07-27,191,88,169.0,1. FSV Mainz 05,German 1. Bundesliga,1.0,RES,32.0,2023.0,Germany,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,10,9,13,27,5,7,13,11,26,13,31,29,33,42,25,44,38,21,64,8,28,14,8,34,16,39,8,13,13,62,57,59,57,62,30.0,21+2,21+2,21+2,18,20,20,20,18,21+2,21+2,21+2,19+2,22+2,22+2,22+2,19+2,18+2,22+2,22+2,22+2,18+2,18+2,22+2,22+2,22+2,18+2,58+2,https://cdn.sofifa.net/players/263/116/22_120.png,https://cdn.sofifa.net/teams/169/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
16448,263441,https://sofifa.com/player/263441/lucas-bonelli/220002,L. Bonelli,Lucas Bonelli,GK,59,74,450000.0,500.0,18,2003-02-14,191,76,71.0,FC Nantes,French Ligue 1,1.0,RES,40.0,2023.0,France,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,14,7,12,23,5,12,11,14,23,18,39,41,34,46,42,42,60,28,52,8,26,19,11,47,14,29,13,12,12,61,58,56,61,60,40.0,22+2,22+2,22+2,22,23,23,23,22,24+2,24+2,24+2,24+2,24+2,24+2,24+2,24+2,22+2,23+2,23+2,23+2,22+2,22+2,23+2,23+2,23+2,22+2,58+2,https://cdn.sofifa.net/players/263/441/22_120.png,https://cdn.sofifa.net/teams/71/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
16512,193912,https://sofifa.com/player/193912/subhashish-roy/220002,S. Roy,Subhasish Roy Chowdhury,GK,58,58,35000.0,500.0,34,1986-09-27,183,80,113040.0,NorthEast United FC,Indian Super League,1.0,GK,1.0,2022.0,India,Right,1,1,1,Medium/Medium,Normal (170-185),No,,,,,,,16,18,13,21,13,16,16,14,18,25,30,21,49,57,32,35,58,32,54,14,34,22,13,34,18,28,15,12,14,56,53,46,63,58,26.0,25+2,25+2,25+2,24,25,25,25,24,25+2,25+2,25+2,24+2,25+2,25+2,25+2,24+2,23+2,25+2,25+2,25+2,23+2,22+2,25+2,25+2,25+2,22+2,57+1,https://cdn.sofifa.net/players/193/912/22_120.png,https://cdn.sofifa.net/teams/113040/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
16620,244090,https://sofifa.com/player/244090/leon-schaffran/220002,L. Schaffran,Leon Valentin Schaffran,GK,58,68,400000.0,2000.0,22,1998-07-31,186,82,165.0,SpVgg Greuther Fürth,German 1. Bundesliga,1.0,RES,25.0,2024.0,Germany,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,11,6,15,16,8,10,15,10,22,19,26,30,25,47,37,44,46,20,62,8,29,9,10,29,12,36,14,11,11,62,61,59,56,56,28.0,21+2,21+2,21+2,18,20,20,20,18,19+2,19+2,19+2,19+2,20+2,20+2,20+2,19+2,18+2,20+2,20+2,20+2,18+2,18+2,22+2,22+2,22+2,18+2,57+2,https://cdn.sofifa.net/players/244/090/22_120.png,https://cdn.sofifa.net/teams/165/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
16646,247289,https://sofifa.com/player/247289/bruno-oliveira-bertinato/220002,Bruno Bertinato,Bruno Oliveira Bertinato,GK,58,65,350000.0,2000.0,23,1998-05-31,194,79,205.0,Venezia FC,Italian Serie A,1.0,RES,34.0,2022.0,Brazil,Left,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,7,10,15,8,7,12,13,21,18,18,20,22,58,20,42,37,21,56,8,25,7,9,53,13,23,8,11,12,59,58,56,50,59,19.0,20+2,20+2,20+2,18,21,21,21,18,22+2,22+2,22+2,20+2,23+2,23+2,23+2,20+2,17+2,21+2,21+2,21+2,17+2,17+2,19+2,19+2,19+2,17+2,57+2,https://cdn.sofifa.net/players/247/289/22_120.png,https://cdn.sofifa.net/teams/205/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/br.png
16668,251298,https://sofifa.com/player/251298/omer-hanin/220002,O. Hanin,Omer Hanin,GK,58,65,350000.0,2000.0,23,1998-05-14,190,80,169.0,1. FSV Mainz 05,German 1. Bundesliga,1.0,RES,33.0,2023.0,Israel,Right,4,1,1,Medium/Medium,Lean (185+),No,,,,,,,11,7,15,25,13,13,10,8,23,21,33,35,28,55,24,41,30,26,58,14,18,14,10,44,10,32,13,14,13,62,52,54,55,63,34.0,23+2,23+2,23+2,22,24,24,24,22,25+2,25+2,25+2,24+2,25+2,25+2,25+2,24+2,22+2,24+2,24+2,24+2,22+2,21+2,22+2,22+2,22+2,21+2,57+2,https://cdn.sofifa.net/players/251/298/22_120.png,https://cdn.sofifa.net/teams/169/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/il.png
16669,251332,https://sofifa.com/player/251332/ryan-bouallak/220002,R. Bouallak,Ryan Bouallak,GK,58,70,450000.0,1000.0,21,1999-08-19,190,75,294.0,ESTAC Troyes,French Ligue 1,1.0,RES,1.0,2022.0,France,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,13,4,12,28,11,10,19,12,23,12,17,25,34,50,24,41,33,28,60,12,29,13,7,33,16,39,4,9,8,57,56,55,61,60,20.0,20+2,20+2,20+2,18,19,19,19,18,21+2,21+2,21+2,19+2,22+2,22+2,22+2,19+2,18+2,21+2,21+2,21+2,18+2,17+2,20+2,20+2,20+2,17+2,57+2,https://cdn.sofifa.net/players/251/332/22_120.png,https://cdn.sofifa.net/teams/294/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
16670,251345,https://sofifa.com/player/251345/archie-mair/220002,A. Mair,Archie Mair,GK,58,75,475000.0,3000.0,20,2001-02-10,198,86,1792.0,Norwich City,English Premier League,1.0,RES,40.0,2024.0,Scotland,Left,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,14,9,11,27,8,9,11,14,27,17,46,44,49,57,31,42,62,26,62,7,20,13,7,36,15,36,7,12,12,59,57,56,56,58,45.0,24+2,24+2,24+2,23,23,23,23,23,24+2,24+2,24+2,24+2,24+2,24+2,24+2,24+2,22+2,23+2,23+2,23+2,22+2,22+2,22+2,22+2,22+2,22+2,57+2,https://cdn.sofifa.net/players/251/345/22_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-sct.png
16673,251453,https://sofifa.com/player/251453/dan-langley/220002,D. Langley,Daniel Langley,GK,58,75,475000.0,3000.0,20,2000-12-28,201,83,13.0,Newcastle United,English Premier League,1.0,RES,33.0,2023.0,England,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,12,7,10,24,6,14,10,12,21,14,30,18,42,48,28,41,43,27,63,7,20,11,6,24,11,23,6,14,12,59,58,54,59,58,25.0,20+2,20+2,20+2,18,19,19,19,18,20+2,20+2,20+2,19+2,20+2,20+2,20+2,19+2,19+2,21+2,21+2,21+2,19+2,18+2,20+2,20+2,20+2,18+2,57+2,https://cdn.sofifa.net/players/251/453/22_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
16751,257082,https://sofifa.com/player/257082/marius-liesegang/220002,M. Liesegang,Marius Liesegang,GK,58,65,350000.0,2000.0,21,2000-01-07,189,83,169.0,1. FSV Mainz 05,German 1. Bundesliga,1.0,RES,41.0,2022.0,Germany,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,11,6,12,17,8,8,14,12,25,18,42,37,35,60,38,42,62,26,49,6,19,14,4,26,19,31,7,12,11,58,57,56,54,60,40.0,21+2,21+2,21+2,19,21,21,21,19,20+2,20+2,20+2,21+2,21+2,21+2,21+2,21+2,20+2,21+2,21+2,21+2,20+2,21+2,21+2,21+2,21+2,21+2,57+2,https://cdn.sofifa.net/players/257/082/22_120.png,https://cdn.sofifa.net/teams/169/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
16874,262069,https://sofifa.com/player/262069/yannick-pandor/220002,Y. Pandor,Yannick Pandor,GK,58,68,375000.0,2000.0,20,2001-05-01,178,73,64.0,Racing Club de Lens,French Ligue 1,1.0,RES,50.0,2025.0,France,Left,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,10,6,16,22,8,6,14,10,14,19,19,22,26,46,41,41,57,23,51,7,26,12,9,28,11,24,7,15,11,61,58,54,57,58,20.0,20+2,20+2,20+2,17,19,19,19,17,19+2,19+2,19+2,18+2,20+2,20+2,20+2,18+2,18+2,20+2,20+2,20+2,18+2,18+2,21+2,21+2,21+2,18+2,57+2,https://cdn.sofifa.net/players/262/069/22_120.png,https://cdn.sofifa.net/teams/64/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
16898,262708,https://sofifa.com/player/262708/tidiane-malbec/220002,T. Malbec,Tidiane Malbec,GK,58,69,375000.0,1000.0,19,2001-11-03,187,70,59.0,FC Girondins de Bordeaux,French Ligue 1,1.0,RES,40.0,2022.0,France,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,14,7,11,25,6,5,12,11,32,20,23,23,23,31,33,45,49,22,56,6,25,13,4,37,18,27,7,12,11,60,62,60,58,59,23.0,19+2,19+2,19+2,16,18,18,18,16,20+2,20+2,20+2,19+2,22+2,22+2,22+2,19+2,17+2,22+2,22+2,22+2,17+2,17+2,20+2,20+2,20+2,17+2,57+2,https://cdn.sofifa.net/players/262/708/22_120.png,https://cdn.sofifa.net/teams/59/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
16918,263171,https://sofifa.com/player/263171/valentino-lesieur/220002,V. Lesieur,Valentino Lesieur,GK,58,73,400000.0,500.0,18,2003-03-18,195,80,64.0,Racing Club de Lens,French Ligue 1,1.0,RES,40.0,2024.0,Portugal,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,5,14,18,7,14,10,12,27,15,16,22,36,39,26,50,37,18,64,7,16,14,8,29,14,26,6,13,14,56,59,67,60,61,18.0,20+2,20+2,20+2,17,18,18,18,17,19+2,19+2,19+2,18+2,20+2,20+2,20+2,18+2,17+2,20+2,20+2,20+2,17+2,16+2,20+2,20+2,20+2,16+2,57+2,https://cdn.sofifa.net/players/263/171/22_120.png,https://cdn.sofifa.net/teams/64/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/pt.png
16922,263272,https://sofifa.com/player/263272/philipp-schulze/220002,P. Schulze,Philipp Schulze,GK,58,76,450000.0,700.0,18,2003-01-29,190,82,175.0,VfL Wolfsburg,German 1. Bundesliga,1.0,RES,35.0,2023.0,Germany,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,8,13,21,6,9,13,14,15,12,24,29,28,56,22,43,32,26,64,6,24,13,8,27,10,38,5,14,12,60,54,57,54,62,26.0,21+2,21+2,21+2,18,19,19,19,18,19+2,19+2,19+2,19+2,20+2,20+2,20+2,19+2,19+2,21+2,21+2,21+2,19+2,19+2,21+2,21+2,21+2,19+2,57+2,https://cdn.sofifa.net/players/263/272/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
16984,264460,https://sofifa.com/player/264460/petar-zovko/220002,P. Zovko,Petar Zovko,GK,58,73,425000.0,850.0,19,2002-03-25,192,80,110741.0,Spezia,Italian Serie A,1.0,RES,40.0,2024.0,Bosnia and Herzegovina,Left,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,6,11,19,6,7,14,10,17,10,23,17,28,38,29,45,33,23,56,6,17,7,8,32,18,39,6,10,13,55,59,60,55,66,21.0,18+2,18+2,18+2,15,17,17,17,15,17+2,17+2,17+2,16+2,18+2,18+2,18+2,16+2,15+2,17+2,17+2,17+2,15+2,15+2,17+2,17+2,17+2,15+2,57+2,https://cdn.sofifa.net/players/264/460/22_120.png,https://cdn.sofifa.net/teams/110741/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/ba.png
